iter	Passed	Remaining
271	196453	3414822
272	196958	3410341
273	197560	3407556
274	198325	3407597
275	199369	3412402
276	200016	3410386
277	200512	3405827
278	201187	3404325
279	202093	3406712
280	203082	3410480
281	203507	3404789
282	204031	3400767
283	204642	3398222
284	205559	3400754
285	206527	3404099
286	207022	3399639
287	207593	3396453
288	208318	3395814
289	209418	3401242
290	210106	3399977
291	210602	3395599
292	211134	3391847
293	211959	3392787
294	213102	3398809
295	213608	3394650
296	214101	3390297
297	214747	3388404
298	215484	3387933
299	216606	3393498
300	217120	3389536
301	217663	3386040
302	218316	3384258
303	219173	3385655
304	220107	3388211
305	220626	3384386
306	221167	3380916
307	221798	3378825
308	222898	3383867
309	223653	3383666
310	224249	3381046
311	224843	3378416
312	225521	3377055
313	226539	3380774
314	227320	3380941
315	227868	3377647
316	228436	3374665
317	229362	3376972
318	230416	3381132
319	230910	3377069
320	231484	3374197
321	232256	3374215
322	233254	3377492
323	233907	3375774
324	234358	3371163
325	234897	3367831
326	235719	3368548
327	236755	3372318
328	237283	3368855
329	237784	3365013
330	238320	3361690
331	239128	3362199
332	240036	3364117
333	240863	3364878
334	241376	3361260
335	241846	3357065
336	242658	3357621
337	243649	3360638
338	244325	3359291
339	244787	3355035
340	245461	3353683
341	246249	3353884
342	247330	3358067
343	247787	3353778
344	248354	3350989
345	249120	3350892
346	250240	3355536
347	250812	3352810
348	251361	3349806
349	252015	3348201
350	252986	3350812
351	253811	3351464
352	254324	3348010
353	254919	3345631
354	255669	3345312
355	256727	3348991
356	257352	3347024
357	257887	3343889
358	258539	3342290
359	259601	3345976
360	260393	3346167
361	260892	3342591
362	261402	3339182
363	262167	3339039
364	263220	3342535
365	263888	3341142
366	264419	3338020
367	264468	3328859
368	264991	3325684
369	265698	3324821
370	266753	3328302
371	267367	3326287
372	267847	3322606
373	268405	3319897
374	268995	3317605
375	269864	3318758
376	270903	3321984
377	271414	3318718
378	271872	3314831
379	272530	3313397
380	273486	3315575
381	274466	3318027
382	274997	3315054
383	275461	3311279
384	276198	3310796
385	277114	3312446
386	278032	3314113
387	278502	3310452
388	279017	3307321
389	279672	3305876
390	280599	3307627
391	281558	3309745
392	282032	3306172
393	282716	3305055
394	283471	3304389	962439	6440940
390	965773	6444250
391	969092	6447433
392	972239	6449436
393	975552	6452510
394	978568	6453600
395	982063	6457810
396	985591	6462205
397	989090	6466365
398	992517	6470019
399	996018	6474117
400	999414	6477503
401	1002759	6480520
402	1005946	6482490
403	1009219	6484981
404	1012687	6488703
405	1016029	6491579
406	1019257	6493694
407	1022684	6497055
408	1025930	6499232
409	1029208	6501585
410	1032574	6504465
411	1035948	6507367
412	1039354	6510435
413	1042820	6513852
414	1046325	6517473
415	1049596	6519608
416	1053128	6523333
417	1056753	6527599
418	1060124	6530264
419	1063582	6533433
420	1066959	6536075
421	1070509	6539747
422	1073877	6542276
423	1077258	6544855
424	1080697	6547753
425	1084146	6550690
426	1087606	6553656
427	1090947	6555881
428	1094203	6557570
429	1097877	6561733
430	1101162	6563539
431	1104675	6566679
432	1108140	6569506
433	1111450	6571388
434	1115130	6575423
435	1118465	6577399
436	1122025	6580664
437	1125411	6582883
438	1128791	6585046
439	1132144	6587023
440	1135513	6589066
441	1139015	6591860
442	1142584	6595008
443	1145927	6596824
444	1149094	6597607
445	1152386	6599091
446	1155901	6601829
447	1159150	6603018
448	1162476	6604627
449	1165769	6606024
450	1169171	6608021
451	1172570	6609975
452	1176092	6612598
453	1179514	6614633
454	1182873	6616293
455	1186190	6617692
456	1189691	6620099
457	1193050	6621692
458	1196378	6623089
459	1199775	6624846
460	1203129	6626349
461	1206344	6627058
462	1209921	6629740
463	1213364	6631661
464	1216467	6631708
465	1219753	6632739
466	1223086	6634000
467	1226369	6634973
468	1229757	6636494
469	1233003	6637229
470	1236470	6639138
471	1239936	6641017
472	1243295	6642299
473	1246743	6644038
474	1250317	6646423
475	1253725	6647907
476	1257262	6650050
477	1260518	6650684
478	1264050	6652759
479	1267461	6654172
480	1270733	6654837
481	1274360	6657343
482	1277770	6658690
483	1281146	6659844
484	1284746	6662137
485	1288125	6663267
486	1291806	6665933
487	1295277	6667493
488	1298648	6668521
489	1302116	6670023
490	1305440	6670774
491	1308669	6671020
492	1312240	6672993
493	1315653	6674143
494	1319204	6675976
495	1322313	6675552
496	1325670	6676366
497	1328929	6676669
498	1332201	6677025
499	1335621	6678108
500	1339052	6679224
501	1342433	6680079
502	1345741	6680551
503	1349029	6680906
504	1352056	6679959
505	1355695	6682022
506	1359096	6682896
507	1362431	6683426
508	1366082	6685485
509	1369826	6687975
510	1373080	6688056
511	1376673	6689771
512	1380347	6691861
513	1385743	6702255
514	1393069	6721898
515	1401762	6748017
516	1410433	6773901
517	1417496	6791943
518	1425993	6816745
519	1434350	6840750
520	1441649	6859596
521	1448741	6877359
522	1456106	6896323
523	1462795	6911989
524	1470196	6930927
525	1477327	6948495
526	1484417	6965776
527	1491430	6982606
528	1498854	7001266
529	1505880	7017969
530	1512973	7034899
531	1520190	7052312
532	1527622	7070625
533	1534875	7088020
534	1542466	7106878
535	1549385	7122549
536	1557150	7142014
537	1564074	7157530
538	1571326	7174460
539	1578579	7191304
540	1586490	7211053
541	1593713	7227581
542	1601138	7244932
543	1608098	7260092
544	1615583	7277534
545	1623002	7294594
546	1630319	7311103
547	1637809	7328298
548	1644997	7344059
549	1652411	7360742
550	1659784	7377155
551	1667172	7393546
552	1674699	7410468
553	1681976	7426200
554	1689300	7442051
555	1696648	7457930
556	1703664	7472267
557	1710999	7487923
558	1718257	7503160
559	1725566	7518539
560	1733187	7535192
561	1740735	7551447
562	1748303	7567700
563	1755851	7583783
564	1762990	7598019
565	1770983	7615856
566	1778074	7629728
567	1785134	7643391
568	1792613	7658774
569	1799393	7671099
570	1806649	7685380
571	1814654	7702763
572	1821636	7715728
573	1828833	7729528
574	1836158	7743800
575	1843235	7756948
576	1850585	7771177
577	1857725	7784447
578	1865042	7798389
579	1872696	7813664
580	1880407	7829096
581	1888060	7844208
582	1895212	7857167
583	1902690	7871404
584	1910574	7887244
585	1918113	7901581
586	1925124	7913673
587	1933107	7929686
588	1940651	7943821
589	1947872	7956564
590	1956275	7974056
591	1965929	7996552
592	1975629	8019124
593	1986771	8047430
594	1995307	8065065
595	2004156	8083880
596	2012965	8102438
597	2021172	8118487
598	2028902	8132544
599	2036850	8147402
600	2044576	8161295
601	2052993	8177871
602	2063163	8201332
603	2071373	8216906
604	2080083	8234380
605	2087516	8246722
606	2094316	8256507
607	2099516	8259938
608	2108685	8278929
609	2117005	8294495
610	2125107	8309135
611	2133719	8325690
612	2141999	8340868
613	2150389	8356399
614	2155532	8359261
615	2163759	8374030
616	2171513	8386900
617	2178541	8396903
618	2186410	8410084
619	2194566	8424304
620	2206826	8454169
621	2216638	8474544
622	2223992	8485442
623	2231685	8497570
624	2239900	8511623
625	2250080	8533052
626	2259782	8552572
627	2269779	8573116
628	2278858	8590102
629	2288846	8610422
630	2298752	8630341
631	2307813	8646997
632	2316667	8662800
633	2326869	8683553
634	2335416	8698048
635	2343485	8710690
636	2352363	8726270
637	2360224	8738010
638	2367598	8747886
639	2375515	8759713
640	2381397	8763988
641	2384759	8758975
642	2388708	8756120
643	2391989	8750818
644	2395479	8746286
645	2399884	8745089
646	2405538	8748427
647	2413244	8759183
648	2418990	8762782
649	2430784	8788221
650	2442426	8812995
651	2453107	8834195
652	2464748	8858752
653	2476207	8882544
654	2487422	8905351
655	2498910	8929034
656	2510932	8954513
657	2522238	8977327
658	2534207	9002396
659	2545110	9023573
660	2556683	9047024
661	2567662	9068271
662	2579528	9092545
663	2589674	9110663
664	2599929	9129075
665	2611627	9152459
666	2623687	9177006
667	2635600	9200926
668	2646846	9222420
669	2657999	9243491
670	2669064	9264158
671	2679472	9282458
672	2690992	9304515
673	2701057	9321453
674	2711434	9339384
675	2722874	9360889
676	2734957	9384498
677	2745725	9403503
678	2757187	9424791
679	2769398	9448535
680	2780535	9468520
681	2792765	9492126
682	2805042	9515789
683	2818196	9542313
684	2829195	9561443
685	2841993	9586548
686	2855153	9612766
687	2867386	9635752
688	2879780	9659177
689	2890913	9678276
690	2901388	9695087
691	2913134	9716062
692	2926088	9740960
693	2937750	9761458
694	2949576	9782409
695	2960880	9801534
696	2972418	9821348
697	2984625	9843278
698	2997362	9866853
699	3009000	9886717
700	3020834	9907130
701	3032997	9928530
702	3043777	9945314
703	3055090	9963761
704	3065966	9980698
705	3077357	9999233
706	3088971	10018405
707	3101388	10040086
708	3113350	10060206
709	3124603	10077948
710	3136874	10098882
711	3149879	10122085
712	3162532	10144055
713	3174732	10164479
714	3186382	10183055
715	3198482	10202979
716	3211384	10225370
717	3223786	10246072
718	3235386	10264141
719	3247295	10283103
720	3258988	10301296
721	3272638	10325583
722	3286747	10351208
723	3297833	10367223
724	3308996	10383401
725	3320613	10400928
726	3331725	10416799
727	3343995	10436207
728	3355242	10452338
729	3367891	10472759
730	3380269	10492246
731	3391403	10507790
732	3404227	10528489
733	3415167	10543283
734	3426013	10557713
735	3438003	10575597
736	3450148	10593875
737	3461822	10610625
738	3474891	10631570
739	3486631	10648361
740	3499073	10667217
741	3511884	10687110
742	3523636	10703697
743	3534611	10717855
744	3544979	10730106
745	3556405	10745492
746	3568265	10762119
747	3580950	10781150
748	3592493	10796666
749	3603676	10811030
750	3615252	10826500
751	3626759	10841696
752	3638460	10857398
753	3649092	10869844
754	3659893	10882730
755	3670029	10893580
756	3681739	10909036
757	3694988	10928977
758	3706096	10942506
759	3716698	10954478
760	3727799	10967860
761	3739261	10982239
762	3750879	10997007
763	3761503	11008799
764	3772609	11021937
765	3784590	11037566
766	3795248	11049268
767	3809063	11070092
768	3821129	11085746
769	3833768	11102991
770	3845680	11118057
771	3857807	11133673
772	3870572	11151055
773	3883225	11168037
774	3897143	11188573
775	3909491	11204521
776	3921036	11218101
777	3932345	11230940
778	3944595	11246402
779	3956306	11260255
780	3967539	11272689
781	3980046	11288673
782	3992397	11304144
783	4004696	11319396
784	4016832	11334119
785	4029125	11349216
786	4041579	11364694
787	4054616	11381739
788	4067887	11399366
789	4080636	11415450
790	4094147	11433592
791	4107610	11451521
792	4121303	11470009
793	4136002	11491210
794	4148800	11507050
795	4163239	11527361
796	4176331	11543862
797	4189760	11561219
798	4202236	11575873
799	4214720	11590480
800	4226990	11604434
801	4239216	11618201
802	4251126	11631039
803	4263297	11644530
804	4275694	11658571
805	4287020	11669632
806	4298851	11682010
807	4311433	11696364
808	4324316	11711468
809	4336707	11725170
810	4348828	11738082
811	4360741	11750372
812	4372759	11762883
813	4385112	11776235
814	4397714	11790192
815	4410173	11803698
816	4422746	11817448
817	4435430	11831430
818	4447900	11844776
819	4461910	11862151
820	4474460	11875576
821	4487516	11890281
822	4500164	11903836
823	4514283	11921213
824	4526861	11934451
825	4539580	11947999
826	4551571	11959571
827	4564016	11972273
828	4578548	11990384
829	4590549	12001797
830	4605464	12020761
831	4619591	12037588
832	4631977	12049813
833	4644717	12062898
834	4657534	12076123
835	4669298	12086558
836	4680695	12095991
837	4692817	12107244
838	4704731	12117908
839	4716625	12128465
840	4728695	12139422
841	4740501	12149645
842	4752377	12159996
843	4764253	12170296
844	4775753	12179583
845	4787387	12189165
846	4799337	12199497
847	4811062	12209206
848	4823469	12220591
849	4837482	12235985
850	4849894	12247265
851	4861899	12257465
852	4873483	12266552
853	4885387	12276395
854	4897134	12285793
855	4909145	12295804
856	4921296	12306112
857	4932647	12314372
858	4944367	12323505
859	4956595	12333853
860	4969001	12344591
861	4981538	12355601
862	4994329	12367185
863	5007913	12380676
864	5020793	12392363
865	5033428	12403391
866	5046560	12415587
867	5059294	12426747
868	5071750	12437170
869	5083784	12446506
870	5095344	12454636
871	5107042	12463058
872	5119295	12472784
873	5130487	12479880
874	5141980	12487666
875	5153254	12494877
876	5163671	12499971
877	5174714	12506541
878	5185835	12513262
879	5196771	12519494
880	5208130	12526707
881	5220206	12535597
882	5231294	12542072
883	5242869	12549675
884	5254326	12556948
885	5266699	12566367
886	5279189	12576018
887	5291918	12586183
888	5304433	12595792
889	5316641	12604621
890	5328334	12612186
891	5340472	12620758
892	5352442	12628887
893	5365236	12638912
894	5377659	12648014
895	5389235	12655079
896	5395161	12648857
897	5398684	12637010
898	5402189	12625138
899	5405688	12613272
900	5409064	12601138
901	5412650	12589513
902	5416306	12578068
903	5419795	12566251
904	5423320	12554537
905	5426610	12542297
906	5430233	12530847
907	5434208	12520224
908	5437404	12507824
909	5440797	12495896
910	5444247	12484118
911	5447937	12472909
912	5451581	12461610
913	5454692	12449113
914	5457958	12436987
915	5461839	12426280
916	5464989	12413929
917	5468495	12402403
918	5472105	12391132
919	5476153	12380869
920	5479425	12368867
921	5482598	12356659
922	5485561	12343999
923	5488683	12331718
924	5491919	12319710
925	5495474	12308438
926	5499049	12297226
927	5502889	12286625
928	5506837	12276276
7587	2838504
975	688802	2839898
976	689621	2839658
977	690131	2838147
978	690778	2837201
979	691612	2837023
980	692785	2838232
981	693411	2837196
982	693979	2835926
983	694544	2834644
984	695501	2834961
985	696784	2836604
986	697336	2835269
987	697930	2834104
988	698940	2834630
989	700128	2835872
990	700723	2834711
991	701301	2833483
992	702148	2833340
993	703422	2834919
994	704045	2833871
995	704553	2832363
996	705196	2831394
997	706080	2831397
998	707078	2831852
999	707766	2831066
1000	708408	2830095
1001	708957	2828755
1002	709770	2828468
1003	710860	2829279
1004	713348	2835647
1005	714938	2838433
1006	717453	2844877
1007	719689	2850199
1008	721305	2853052
1009	723236	2857141
1010	725608	2862958
1011	728780	2871915
1012	730913	2876752
1013	733044	2881573
1014	735403	2887273
1015	737962	2893743
1016	739580	2896506
1017	741737	2901374
1018	744013	2906691
1019	745845	2910259
1020	747517	2913194
1021	750101	2919669
1022	752410	2925060
1023	754410	2929236
1024	756328	2933080
1025	758572	2938175
1026	760888	2943536
1027	762716	2946994
1028	764569	2950539
1029	766575	2954664
1030	768907	2960033
1031	770605	2962946
1032	772474	2966511
1033	774511	2970709
1034	776601	2975095
1035	778147	2977391
1036	780134	2981363
1037	782324	2986099
1038	784364	2990247
1039	785966	2992719
1040	788065	2997072
1041	790199	3001543
1042	791873	3004260
1043	793704	3007561
1044	795717	3011544
1045	798028	3016640
1046	799556	3018765
1047	801341	3021853
1048	803458	3026182
1049	805533	3030338
1050	807064	3032441
1051	809154	3036637
1052	811248	3040834
1053	813172	3044380
1054	814857	3047026
1055	817050	3051559
1056	819323	3056379
1057	820863	3058454
1058	822826	3062094
1059	824838	3065907
1060	827067	3070517
1061	828511	3072201
1062	830441	3075680
1063	832546	3079795
1064	834649	3083891
1065	836235	3086070
1066	838358	3090218
1067	840539	3094572
1068	842347	3097537
1069	844348	3101203
1070	846492	3105386
1071	848697	3109778
1072	850187	3111542
1073	852042	3114635
1074	854073	3118360
1075	856264	3122659
1076	857842	3124711
1077	859892	3128475
1078	862123	3132888
1079	864098	3136358
1080	865670	3138354
1081	867666	3141882
1082	869765	3145772
1083	871672	3148958
1084	873209	3150799
1085	875347	3154796
1086	877617	3159261
1087	879375	3161872
1088	881353	3165265
1089	883814	3170378
1090	886030	3174603
1091	887533	3176263
1092	889524	3179663
1093	891614	3183406
1094	893522	3186488
1095	895031	3188140
1096	896982	3191361
1097	899222	3195599
1098	901052	3198367
1099	902819	3200903
1100	905031	3205010
1101	907168	3208840
1102	908853	3211064
1103	910504	3213158
1104	912835	3217642
1105	915110	3221916
1106	916745	3223930
1107	918671	3226957
1108	920724	3230422
1109	923050	3234835
1110	924486	3236117
1111	926260	3238578
1112	928285	3241908
1113	930515	3245945
1114	931976	3247290
1115	933840	3250033
1116	935926	3253539
1117	937993	3256969
1118	939503	3258458
1119	941561	3261837
1120	943786	3265788
1121	945660	3268511
1122	947259	3270280
1123	949324	3273648
1124	951404	3277061
1125	953262	3279697
1126	954839	3281360
1127	956913	3284723
1128	959210	3288841
1129	961103	3291567
1130	962792	3293584
1131	964823	3296763
1132	966995	3300417
1133	968713	3302511
1134	970476	3304749
1135	972573	3308118
1136	974936	3312382
1137	976475	3313837
1138	978324	3316338
1139	980351	3319436
1140	982515	3322987
1141	984168	3324802
1142	986103	3327560
1143	988369	3331427
1144	990344	3334304
1145	991928	3335857
1146	993839	3338503
1147	996008	3342006
1148	997924	3344652
1149	999547	3346311
1150	1001591	3349371
1151	1004012	3353679
1152	1005725	3355617
1153	1007455	3357601
1154	1009502	3360639
1155	1011572	3363739
1156	1013371	3365934
1157	1015410	3368919
1158	1017631	3372497
1159	1019881	3376160
1160	1021447	3377552
1161	1023538	3380673
1162	1025604	3383699
1163	1027659	3386685
1164	1029249	3388131
1165	1031386	3391369
1166	1033560	3394718
1167	1035327	3396726
1168	1037096	3398731
1169	1039111	3401535
1170	1041636	3406000
1171	1043321	3407709
1172	1045379	3410630
1173	1047419	3413479
1174	1049472	3416367
1175	1051168	3418085
1176	1053309	3421241
1177	1055412	3424267
1178	1057332	3426688
1179	1059056	3428471
1180	1061315	3431977
1181	1063520	3435297
1182	1065573	3438119
1183	1067389	3440166
1184	1069423	3442911
1185	1071709	3446459
1186	1073267	3447658
1187	1075234	3450164
1188	1077398	3453294
1189	1079682	3456797
1190	1081113	3457567
1191	1082913	3459508
1192	1085100	3462680
1193	1087315	3465931
1194	1088799	3466848
1195	1091024	3470113
1196	1093200	3473217
1197	1095030	3475212
1198	1096774	3476930
1199	1099051	3480330
1200	1101195	3483298
1201	1103059	3485375
1202	1104673	3486653
1203	1106846	3489692
1204	1109084	3492925
1205	1110817	3494561
1206	1112758	3496844
1207	1114785	3499394
1208	1116942	3502340
1209	1118442	3503219
1210	1120670	3506374
1211	1122838	3509333
1212	1124885	3511904
1213	1126672	3513660
1214	1128701	3516160
1215	1130829	3518962
1216	1132432	3520125
1217	1134381	3522357
1218	1136530	3525203
1219	1138663	3527989
1220	1140271	3529146
1221	1142421	3531970
1222	1144614	3534922
1223	1146875	3538073
1224	1148445	3539087
1225	1150512	3541625
1226	1152721	3544594
1227	1154523	3546304
1228	1156323	3548001
1229	1158324	3550312
1230	1160574	3553375
1231	1162267	3554726
1232	1164099	3556498
1233	1166399	3559692
1234	1168562	3562459
1235	1169976	3562939
1236	1171963	3565156
1237	1174185	3568082
1238	1176080	3570008
1239	1177626	3570867
1240	1179704	3573333
1241	1181891	3576126
1242	1183722	3577830
1243	1185383	3579020
1244	1187517	3581627
1245	1189685	3584333
1246	1191444	3585798
1247	1193296	3587539
1248	1195418	3590084
1249	1197584	3592754
1250	1199227	3593847
1251	1201374	3596446
1252	1203572	3599191
1253	1205699	3601713
1254	1207191	3602335
1255	1209140	3604315
1256	1211370	3607126
1257	1213480	3609573
1258	1215072	3610472
1259	1217183	3612909
1260	1219326	3615434
1261	1221409	3617771
1262	1223092	3618920
1263	1225240	3621438
1264	1227447	3624122
1265	1229160	3625342
1266	1230991	3626906
1267	1232975	3628914
1268	1235164	3631518
1269	1236878	3632722
1270	1238588	3633908
1271	1241000	3637147
1272	1243368	3640247
1273	1245073	3641399
1274	1247086	3643448
1275	1249423	3646436
1276	1251567	3648852
1277	1253061	3649369
1278	1255211	3651791
1279	1257324	3654100
1280	1259107	3655440
1281	1260962	3656987
1282	1263096	3659337
1283	1265532	3662552
1284	1267480	3664349
1285	1269442	3666180
1286	1271629	3668657
1287	1273895	3671351
1288	1275523	3672200
1289	1277313	3673512
1290	1279463	3675857
1291	1281637	3678260
1292	1283171	3678822
1293	1285207	3680819
1294	1287701	3684120
1295	1290336	3687814
1296	1292491	3690129
1297	1295045	3693572
1298	1297893	3697848
1299	1300510	3701453
1300	1303240	3705371
1301	1305467	3707847
1302	1308217	3711802
1303	1311147	3716258
1304	1313943	3720322
1305	1316603	3723993
1306	1319273	3727679
1307	1321711	3730701
1308	1323573	3732093
1309	1325937	3734893
1310	1328279	3737623
1311	1330126	3738953
1312	1332078	3740573
1313	1334107	3742405
1314	1336685	3745768
1315	1338972	3748308
1316	1340722	3749339
1317	1343100	3752120
1318	1345395	3754662
1319	1347689	3757196
1320	1349497	3758365
1321	1351690	3760603
1322	1354120	3763491
1323	1356264	3765579
1324	1358057	3766688
1325	1360289	3769007
1326	1362466	3771168
1327	1364310	3772399
1328	1366165	3773659
1329	1368354	3775835
1330	1370597	3778152
1331	1372458	3779413
1332	1374452	3781033
1333	1376631	3783157
1334	1378915	3785562
1335	1380711	3786621
1336	1382892	3788732
1337	1385395	3791716
1338	1388043	3795090
1339	1390809	3798779
1340	1393232	3801518
1341	1395746	3804501
1342	1398662	3808569
1343	1400444	3809541
1344	1402777	3812009
1345	1405072	3814365
1346	1407115	3816030
1347	1408736	3816546
1348	1411753	3820839
1349	1414172	3823502
1350	1416095	3824819
1351	1418024	3826149
1352	1420225	3828205
1353	1422628	3830799
1354	1424283	3831374
1355	1426267	3832832
1356	1428589	3835189
1357	1429879	3834772
1358	1430495	3832550
1359	1432236	3833338
1360	1433978	3834126
1361	1435023	3833051
1362	1435694	3830975
1363	1436368	3828911
1364	1438320	3830252
1365	1441744	3835504
1366	1444296	3838426
1367	1445983	3839043
1368	1448354	3841472
1369	1450695	3843814
1370	1453201	3846584
1371	1455280	3848220
1372	1457708	3850770
1373	1460266	3853658
1374	1462032	3854449
1375	1464462	3856985
1376	1467043	3859912
1377	1469591	3862742
1378	1471255	3863246
1379	1473672	3865720
1380	1476273	3868670
1381	1478507	3870651
1382	1480275	3871406
1383	1482374	3873025
1384	1484816	3875531
1385	1487070	3877542
1386	1489219	3879273
1387	1491668	3881777
1388	1493536	3882764
1389	1495863	3884940
1390	1498126	3886943
1391	1500154	3888332
1392	1501991	3889219
1393	1504311	3891353
1394	1506602	3893406
1395	1508450	3894310
1396	1510384	3895429
1397	1512624	3897333
1398	1514974	3899516
1399	1516564	3899736
1400	1518636	3901193
1401	1521197	3903900
1402	1523436	3905774
1403	1525267	3906597
1404	1527985	3909685
1405	1531013	3913558
1406	1533482	3915992
1407	1536265	3919223
1408	1539802	3924365
1409	1543274	3929331
1410	1545071	3930022
1411	1547219	3931602
1412	1550073	3934970
1413	1553028	3938586
1414	1554992	3939681
1415	1557029	3940954
1416	1559248	3942686
1417	1561278	3943934
1418	1562977	3944343
1419	1565339	3946420
1420	1567694	3948471
1421	1569463	3949042
1422	1571314	3949818
1423	1573489	3951402
1424	1575783	3953282
1425	1577710	3954233
1426	1579634	3955175
1427	1582768	3959137
1428	1586168	3963757
1429	1588715	3966232
1430	1591067	3968217
1431	1593765	3971058
1432	1596815	3974767
1433	1598733	3975650
1434	1601698	3979131
1435	1604863	3983102
1436	1607295	3985243
1437	1609092	3985804
1438	1611485	3987838
1439	1614175	3990599
1440	1616664	3992857
1441	1619332	3995550
1442	1621572	3997181
1443	1624643	4000854
1444	1627142	4003109
1445	1629342	4004620
1446	1631959	4007154
1447	1634629	4009809
1448	1637193	4012198
1449	1639506	4013963
