iter	Passed	Remaining
1450	1642242	4016760
1451	1644956	4019493
1452	1647001	4020588
1453	1649275	4022236
1454	1651684	4024208
1455	1654715	4027686
1456	1657723	4031100
1457	1660322	4033512
1458	1662926	4035930
1459	1665203	4037549
1460	1667065	4038154
1461	1669375	4039843
1462	1671774	4041740
1463	1673954	4043102
1464	1675889	4043869
1465	1678498	4046257
1466	1681014	4048414
1467	1682951	4049172
1468	1685029	4050264
1469	1687356	4051950
1470	1689726	4053735
1471	1691728	4054632
1472	1693937	4056020
1473	1696213	4057564
1474	1698529	4059198
1475	1700165	4059203
1476	1702127	4059982
1477	1704304	4061272
1478	1706364	4062277
1479	1708061	4062415
1480	1710135	4063449
1481	1712489	4065141
1482	1714495	4066002
1483	1716100	4065908
1484	1718552	4067819
1485	1719801	4066879
1486	1720495	4064626
1487	1721082	4062125
1488	1721763	4059845
1489	1722728	4058239
1490	1723760	4056790
1491	1724417	4054461
1492	1724983	4051920
1493	1725708	4049754
1494	1726687	4048187
1495	1727652	4046586
1496	1728163	4043924
1497	1728767	4041484
1498	1729595	4039568
1499	1730545	4037939
1500	1731244	4035726
1501	1731728	4033012
1502	1732308	4030528
1503	1732999	4028302
1504	1733943	4026666
1505	1734673	4024534
1506	1735122	4021753
1507	1735755	4019403
1508	1737827	4020382
1509	1738894	4019034
1510	1740087	4017977
1511	1740940	4016138
1512	1742974	4017019
1513	1745003	4017888
1514	1746594	4017742
1515	1748653	4018672
1516	1751282	4020906
1517	1752759	4020492
1518	1753371	4018093
1519	1754035	4015817
1520	1755604	4015612
1521	1757804	4016849
1522	1759798	4017609
1523	1763179	4021529
1524	1766706	4025773
1525	1770352	4030279
1526	1772848	4032157
1527	1775716	4034873
1528	1778847	4038180
1529	1782052	4041649
1530	1784805	4044082
1531	1788021	4047558
1532	1791302	4051172
1533	1794004	4053467
1534	1796796	4055961
1535	1800156	4059728
1536	1803501	4063453
1537	1806053	4065381
1538	1808824	4067797
1539	1812163	4071484
1540	1815831	4075899
1541	1818245	4077492
1542	1821336	4080595
1543	1824743	4084399
1544	1827728	4087250
1545	1830393	4089377
1546	1833819	4093198
1547	1837223	4096959
1548	1839993	4099300
1549	1842883	4101901
1550	1845968	4104929
1551	1849107	4108069
1552	1851814	4110240
1553	1854236	4111775
1554	1857501	4115171
1555	1860618	4118233
1556	1863449	4120652
1557	1866046	4122548
1558	1869329	4125954
1559	1872724	4129597
1560	1875526	4131924
1561	1878320	4134229
1562	1881538	4137458
1563	1885177	4141605
1564	1887865	4143653
1565	1890863	4146376
1566	1894325	4150108
1567	1897749	4153746
1568	1900387	4155658
1569	1903807	4159273
1570	1907125	4162657
1571	1909695	4164398
1572	1912418	4166470
1573	1915673	4169693
1574	1918893	4172831
1575	1921682	4175026
1576	1924334	4176916
1577	1927229	4179328
1578	1930202	4181902
1579	1932548	4183111
1580	1935287	4185167
1581	1938159	4187502
1582	1941350	4190521
1583	1943599	4191499
1584	1946522	4193927
1585	1949913	4197353
1586	1953182	4200511
1587	1955448	4201505
1588	1958350	4203861
1589	1961858	4207506
1590	1965603	4211653
1591	1968131	4213186
1592	1970960	4215357
1593	1974119	4218225
1594	1977193	4220905
1595	1979353	4221629
1596	1982306	4224039
1597	1985885	4227772
1598	1989086	4230696
1599	1991278	4231465
1600	1994296	4233988
1601	1997772	4237471
1602	2000674	4239732
1603	2003448	4241715
1604	2006767	4244844
1605	2009756	4247269
1606	2012205	4248545
1607	2014812	4250152
1608	2017982	4252938
1609	2021011	4255420
1610	2023260	4256256
1611	2025713	4257517
1612	2028802	4260108
1613	2031955	4262826
1614	2034582	4264435
1615	2037337	4266306
1616	2040252	4268506
1617	2043388	4271162
1618	2045598	4271877
1619	2048476	4273980
1620	2051865	4277146
1621	2054605	4278950
1622	2056811	4279638
1623	2059685	4281711
1624	2062930	4284547
1625	2065879	4286762
1626	2068559	4288414
1627	2071345	4290281
1628	2074284	4292458
1629	2077645	4295499
1630	2080128	4296722
1631	2083087	4298919
1632	2086107	4301238
1633	2088989	4303267
1634	2091294	4304100
1635	2094680	4307154
1636	2098145	4310363
1637	2101291	4312906
1638	2103970	4314488
1639	2107117	4317021
1640	2110303	4319627
1641	2113162	4321558
1642	2115645	4322716
1643	2118960	4325567
1644	2122200	4328257
1645	2125176	4330402
1646	2127740	4331701
1647	2130824	4334055
1648	2133651	4335879
1649	2136635	4338018
1650	2139379	4339661
1651	2142717	4342505
1652	2146060	4345349
1653	2149300	4347979
1654	2152229	4349974
1655	2155523	4352698
1656	2158773	4355327
1657	2162228	4358364
1658	2164660	4359330
1659	2167786	4361691
1660	2170877	4363974
1661	2173804	4365920
1662	2176583	4367563
1663	2180201	4370884
1664	2183592	4373742
1665	2186607	4375839
1666	2189200	4377088
1667	2192353	4379449
1668	2195714	4382219
1669	2199268	4385368
1670	2201894	4386659
1671	2205285	4389467
1672	2208778	4392471
1673	2212077	4395084
1674	2214520	4395989
1675	2217711	4398373
1676	2221173	4401288
1677	2224447	4403822
1678	2226945	4404815
1679	2230173	4407248
1680	2233632	4410128
1681	2236516	4411868
1682	2239225	4413257
1683	2242276	4415313
1684	2245432	4417571
1685	2248035	4418736
1686	2251114	4420831
1687	2254661	4423838
1688	2258179	4426781
1689	2260958	4428266
1690	2264229	4430713
1691	2267505	4433160
1692	2270902	4435838
1693	2273505	4436958
1694	2276433	4438710
1695	2279554	4440830
1696	2283015	4443606
1697	2285288	4444064
1698	2288340	4446034
1699	2291881	4448946
1700	2295056	4451142
1701	2297527	4451965
1702	2300801	4454341
1703	2304061	4456681
1704	2306914	4458230
1705	2309526	4459307
1706	2312735	4461533
1707	2316148	4464145
1708	2319012	4465693
1709	2321649	4466798
1710	2325014	4469300
1711	2328426	4471884
1712	2331264	4473360
1713	2334038	4474709
1714	2337131	4476663
1715	2340354	4478860
1716	2343605	4481105
1717	2346335	4482347
1718	2350042	4485450
1719	2353327	4487740
1720	2355967	4488795
1721	2358569	4489773
1722	2361732	4491814
1723	2365185	4494402
1724	2368102	4495963
1725	2371110	4497691
1726	2374238	4499641
1727	2377707	4502233
1728	2380471	4503482
1729	2383189	4504641
1730	2386385	4506698
1731	2389654	4508887
1732	2392162	4509634
1733	2394997	4510993
1734	2398069	4512793
1735	2401354	4514988
1736	2403899	4515788
1737	2406682	4517030
1738	2409775	4518849
1739	2412881	4520685
1740	2415252	4521141
1741	2418264	4522792
1742	2421429	4524724
1743	2424445	4526373
1744	2426855	4526884
1745	2430012	4528786
1746	2433077	4530509
1747	2436189	4532316
1748	2438450	4532534
1749	2441322	4533885
1750	2444410	4535631
1751	2447651	4537654
1752	2450226	4538440
1753	2453094	4539763
1754	2456138	4541407
1755	2459481	4543598
1756	2462266	4544753
1757	2464948	4545712
1758	2468181	4547683
1759	2471340	4549512
1760	2473864	4550169
1761	2476840	4551650
1762	2479927	4553332
1763	2483023	4555024
1764	2486000	4556493
1765	2488749	4557540
1766	2492050	4559592
1767	2495489	4561889
1768	2498543	4563479
1769	2501628	4565118
1770	2504867	4567033
1771	2508247	4569199
1772	2511181	4570548
1773	2513954	4571600
1774	2517078	4573283
1775	2520644	4575764
1776	2523698	4577310
1777	2526537	4578461
1778	2529798	4580371
1779	2533188	4582509
1780	2536011	4583616
1781	2538833	4584717
1782	2542000	4586436
1783	2545538	4588817
1784	2548431	4590032
1785	2551389	4591357
1786	2554795	4593484
1787	2558267	4595724
1788	2561308	4597183
1789	2564517	4598939
1790	2567682	4600610
1791	2571213	4602930
1792	2574173	4604224
1793	2577067	4605395
1794	2580433	4607404
1795	2584025	4609810
1796	2586783	4610722
1797	2590009	4612463
1798	2593443	4614571
1799	2596902	4616716
1800	2599698	4617675
1801	2602911	4619373
1802	2606500	4621731
1803	2609583	4623186
1804	2612607	4624532
1805	2615923	4626389
1806	2619408	4628539
1807	2622557	4630089
1808	2625532	4631328
1809	2628980	4633396
1810	2632646	4635842
1811	2635840	4637450
1812	2638422	4637977
1813	2641456	4639294
1814	2644538	4640692
1815	2647491	4641856
1816	2649591	4641523
1817	2652526	4642650
1818	2655698	4644187
1819	2658868	4645715
1820	2661113	4645623
1821	2664257	4647096
1822	2667692	4649071
1823	2670634	4650182
1824	2673281	4650777
1825	2676649	4652620
1826	2679681	4653874
1827	2682573	4654880
1828	2685190	4655406
1829	2688420	4656991
1830	2691622	4658520
1831	2694590	4659641
1832	2697177	4660099
1833	2700406	4661662
1834	2703669	4663277
1835	2706489	4664125
1836	2709180	4664745
1837	2712489	4666426
1838	2715487	4667567
1839	2718545	4668805
1840	2721111	4669197
1841	2724141	4670379
1842	2727481	4672088
1843	2730701	4673586
1844	2732978	4673466
1845	2735876	4674406
1846	2739222	4676106
1847	2742249	4677257
1848	2744806	4677600
1849	2747983	4678998
1850	2751359	4680729
1851	2754624	4682266
1852	2757120	4682492
1853	2759895	4683189
1854	2762970	4684390
1855	2766218	4685878
1856	2768310	4685407
1857	2771113	4686135
1858	2774019	4687033
1859	2777154	4688315
1860	2779505	4688268
1861	2782191	4688784
1862	2785463	4690284
1863	2788685	4691693
1864	2791537	4692476
1865	2794577	4693572
1866	2797913	4695159
1867	2801358	4696924
1868	2803878	4697133
1869	2806885	4698155
1870	2810262	4699791
1871	2813386	4701000
1872	2815887	4701163
1873	2819188	4702658
1874	2822666	4704443
1875	2826321	4706518
1876	2829020	4706996
1877	2831713	4707460
1878	2835108	4709086
1879	2838207	4710216
1880	2840499	4710003
1881	2843471	4710915
1882	2846599	4712081
1883	2849811	4713383
1884	2852397	4713643
1885	2855223	4714298
1886	2858929	4716401
1887	2862176	4717739
1888	2865091	4718527
1889	2867771	4718926
1890	2871125	4720428
1891	2874302	4721634
1892	2877055	4722139
1893	2879847	4722706
1894	2882771	4723485
1895	2885737	4724329
1896	2888025	4724060
1897	2890591	4724244
1898	2893360	4724755
1899	2896490	4725852
1900	2898833	4725662
1901	2901304	4725678
1902	2904524	4726911
1903	2907670	4728019
1904	2910630	4728819
1905	2913485	4729445
1906	2916483	4730301
1907	2919541	4731248
1908	2922385	4731845
1909	2925298	4732551
1910	2928575	4733841
1911	2932038	4735426
1912	2934936	4736094
1913	2937999	4737025
1914	2941151	4738095
1915	2944134	4738889
1916	2946472	4738640
1917	2948909	4738550
1918	2951741	4739090
1919	2955087	4740452
1920	2957880	4740924
1921	2960791	4741579
1922	2963867	4742495
1923	2966896	4743333
1924	2969764	4743910
1925	2972239	4743854
1926	2975044	4744324
1927	2977898	4744867
1928	2980550	4745086
1929	2982925	4744861
1930	2985734	4745322
1931	2988928	4746392
1932	2992159	4747518
1933	2994631	4747435
1934	2997346	4747735
1935	3000350	4748488
1936	3003146	4748909
1937	3005525	4748667
1938	3008643	4749591
1939	3012006	4750897
1940	3014596	4750978
1941	3017019	4750796
1942	3020068	4751595
1943	3023343	4752746
1944	3025611	4752310
1945	3028311	4752550
1946	3031467	4753502
1947	3035005	4755049
1948	3037510	4754974
1949	3040618	4755839
1950	3044139	4757345
1951	3047355	4758369
1952	3050048	4758575
1953	3052765	4758815
1954	3055769	4759498
1955	3058801	4760220
1956	3061400	4760266
1957	3063920	4760187
1958	3066835	4760718
1959	3070133	4761839
1960	3072711	4761841
1961	3075801	4762632
1962	3078848	4763354
1963	3081893	4764067
1964	3084237	4763694
1965	3087098	4764117
1966	3090564	4765471
1967	3093921	4766651
1968	3096408	4766487
1969	3099421	4767129
1970	3102346	4767634
1971	3105541	4768549
1972	3107968	4768281
1973	3110659	4768416
1974	3113572	4768889
1975	3116568	4769484
1976	3118751	4768834
1977	3121550	4769122
1978	3124789	4770080
1979	3127850	4770761
1980	3129851	4769823
1981	3132382	4769692
1982	3135207	4770006
1983	3138123	4770454
1984	3140753	4770463
1985	3143397	4770493
1986	3146370	4771019
1987	3149713	4772101
1988	3152494	4772328
1989	3155224	4772474
1990	3158559	4773534
1991	3162173	4775008
1992	3165354	4775825
1993	3168034	4775882
1994	3171181	4776641
1995	3174334	4777405
1996	3177496	4778178
1997	3179854	4777739
1998	3182847	4778252
1999	3185985	4778977
2000	3189323	4780000
2001	3191959	4779966
2002	3195010	4780552
2003	3198064	4781137
2004	3201487	4782272
2005	3203701	4781596
2006	3206392	4781630
2007	3209730	4782626
2008	3213234	4783865
2009	3215891	4783838
2010	3219215	4784800
2011	3222146	4785176
2012	3225342	4785940
2013	3228000	4785902
2014	3230569	4785731
2015	3233741	4786450
2016	3237001	4787296
2017	3240182	4788019
2018	3242763	4787854
2019	3245615	4788086
2020	3250818	4791781
2021	3254036	4792541
2022	3257011	4792942
2023	3260141	4793568
2024	3263307	4794241
2025	3266526	4794989
2026	3268943	4794558
2027	3271820	4794797
2028	3275031	4795524
2029	3278234	4796234
2030	3281030	4796346
2031	3284384	4797270
2032	3287871	4798383
2033	3291228	4799303
2034	3294548	4800165
2035	3297597	4800627
2036	3301221	4801923
2037	3303998	4801984
2038	3307151	4802587
2039	3310266	4803131
2040	3313788	4804262
2041	3316147	4803703
2042	3319335	4804344
2043	3322782	4805355
2044	3325628	4805491
2045	3328219	4805259
2046	3331303	4805734
2047	3334676	4806623
2048	3337836	4807201
2049	3340271	4806732
2050	3343478	4807371
2051	3346984	4808435
2052	3350277	4809190
2053	3352853	4808912
2054	3356005	4809458
2055	3359376	4810313
2056	3362706	4811106
2057	3365239	4810755
2058	3368574	4811547
2059	3372030	4812509
2060	3375083	4812892
2061	3377603	4812511
2062	3380583	4812784
2063	3383887	4813514
2064	3387356	4814475
2065	3389758	4813915
2066	3392966	4814499
2067	3396401	4815400
2068	3399907	4816399
2069	3402871	4816624
2070	3406459	4817730
2071	3410097	4818901
2072	3413753	4820094
2073	3416778	4820391
2074	3420663	4821898
2075	3424277	4823019
2076	3427643	4823785
2077	3430928	4824433
2078	3434528	4825520
2079	3438302	4826847
2080	3441340	4827137
2081	3444749	4827943
2082	3448203	4828808
2083	3451931	4830053
2084	3455061	4830458
2085	3458205	4830878
2086	3461868	4832018
2087	3465643	4833311
2088	3468744	4833660
2089	3472033	4834266
2090	3475830	4835577
2091	3479865	4837212
2092	3482523	4836931
2093	3485801	4837506
2094	3489456	4838602
2095	3493070	4839635
2096	3496365	4840223
2097	3499384	4840425
2098	3502985	4841429
2099	3506437	4842222
2100	3509692	4842740
2101	3512930	4843231
2102	3516944	4844787
2103	3520791	4846108
2104	3523962	4846494
2105	3527164	4846920
2106	3531042	4848269
2107	3535172	4849960
2108	3538210	4850150
2109	3541532	4850724
2110	3545077	4851600
2111	3548806	4852724
2112	3551665	4852654
2113	3555141	4853423
2114	3558632	4854209
2115	3562230	4855138
2116	3564697	4854522
2117	3567584	4854475
2118	3571132	4855323
2119	3575072	4856702
2120	3577522	4856052
2121	3580553	4856188
2122	3584016	4856907
2123	3587619	4857812
2124	3590111	4857209
2125	3593257	4857488
2126	3596685	4858146
2127	3600070	4858741
2128	3602651	4858249
2129	3605917	4858677
2130	3609423	4859425
2131	3612475	4859558
2132	3615117	4859137
2133	3618512	4859727
2134	3621919	4860328
2135	3624981	4860462
2136	3627882	4860377
2137	3631246	4860911
2138	3634478	4861263
2139	3637445	4861259
2140	3640076	4860803
2141	3643441	4861323
2142	3646799	4861832
2143	3649523	4861491
2144	3652455	4861427
2145	3655764	4861860
2146	3659404	4862729
2147	3662095	4862334
2148	3664917	4862112
2149	3668217	4862520
2150	3671724	4863199
2151	3674515	4862927
2152	3677545	4862968
2153	3681355	4864038
2154	3684440	4864144
2155	3687186	4863802
2156	3689898	4863412
2157	3693201	4863799
2158	3696740	4864493
2159	3699699	4864419
2160	3702398	4864002
2161	3705687	4864358
2162	3709389	4865250
2163	3712198	4864970
2164	3715370	4865161
2165	3718777	4865658
2166	3722304	4866307
2167	3724746	4865536
2168	3728004	4865828
2169	3731503	4866431
2170	3734990	4867013
2171	3737576	4866421
2172	3740748	4866587
2173	3744071	4866948
2174	3747564	4867526
2175	3750049	4866792
2176	3753316	4867069
2177	3756674	4867463
2178	3760200	4868069
2179	3762934	4867649
2180	3766017	4867677
2181	3769241	4867884
2182	3772987	4868761
2183	3775495	4868038
2184	3779170	4868817
2185	3782687	4869387
2186	3785935	4869609
2187	3788705	4869213
2188	3791949	4869424
2189	3795380	4869871
2190	3798746	4870232
2191	3801541	4869857
2192	3804566	4869775
2193	3807773	4869924
2194	3811224	4870379
2195	3813831	4869755
2196	3817153	4870041
2197	3820556	4870427
2198	3823915	4870753
2199	3826657	4870291
2200	3829557	4870027
2201	3832707	4870079
2202	3836510	4870957
2203	3839772	4871145
2204	3843350	4871729
2205	3847015	4872421
2206	3850642	4873060
2207	3853326	4872502
2208	3856505	4872570
2209	3859881	4872882
2210	3863783	4873854
2211	3866466	4873286
2212	3870155	4873982
2213	3873487	4874225
2214	3878390	4876441
2215	3881322	4876174
2216	3884428	4876123
2217	3887818	4876425
2218	3891120	4876613
2219	3893742	4875947
2220	3897140	4876250
2221	3900494	4876496
2222	3903897	4876798
2223	3906437	4876020
2224	3909599	4876016
2225	3913617	4877077
2226	3916526	4876752
2227	3919095	4876001
2228	3922141	4875843
2229	3925468	4876030
2230	3929005	4876475
2231	3931980	4876219
2232	3936821	4878274
2233	3940843	4879307
2234	3944034	4879309
2235	3946689	4878645
2236	3949864	4878620
2237	3953264	4878871
2238	3956332	4878711
2239	3959129	4878213
2240	3962389	4878283
2241	3967139	4880183
2242	3970782	4880716
2243	3973649	4880293
2244	3977120	4880608
2245	3981036	4881467
2246	3984900	4882256
2247	3987545	4881550
2248	3990902	4881713
2249	3994393	4882036
2250	3997822	4882281
2251	4000754	4881915
2252	4004061	4882004
2253	4007728	4882530
2254	4011015	4882589
2255	4013750	4881973
2256	4016973	4881948
2257	4020170	4881889
2258	4023372	4881834
2259	4025716	4880735
2260	4028697	4880407
2261	4032074	4880556
2262	4035259	4880471
2263	4037718	4879503
2264	4040725	4879198
2265	4043944	4879146
2266	4047149	4879073
2267	4049595	4878084
2268	4053018	4878269
2269	4056096	4878036
2270	4059098	4877710
2271	4061439	4876587
2272	4064798	4876685
2273	4068156	4876778
2274	4071240	4876540
2275	4073546	4875369
2276	4076622	4875117
2277	4079774	4874954
2278	4083063	4874951
2279	4085420	4873835
2280	4088457	4873527
2281	4091636	4873386
2282	4095029	4873497
2283	4097381	4872368
2284	4100487	4872133
2285	4103745	4872076
2286	4107124	4872159
2287	4109482	4871030
2288	4112494	4870674
2289	4116101	4871019
2290	4119265	4870838
2291	4121682	4869771
2292	4124974	4869736
2293	4128306	4869745
2294	4131356	4869420
2295	4133659	4868211
2296	4136537	4867680
2297	4139693	4867472
2298	4142941	4867370
2299	4145197	4866101
2300	4148302	4865827
2301	4151373	4865511
2302	4154646	4865428
2303	4156929	4864184
2304	4159947	4863799
2305	4163035	4863494
2306	4166672	4863827
2307	4169043	4862680
2308	4172135	4862371
2309	4175605	4862501
2310	4178881	4862402
2311	4181697	4861765
2312	4184831	4861497
2313	4188335	4861654
2314	4191646	4861585
2315	4194666	4861176
2316	4197951	4861072
2317	4201503	4861273
2318	4205051	4861466
2319	4207808	4860744
2320	4211599	4861212
2321	4215098	4861340
2322	4218091	4860883
2323	4220593	4859857
2324	4223479	4859272
2325	4227001	4859416
2326	4230180	4859162
2327	4232539	4857965
2328	4235529	4857492
2329	4238806	4857344
2330	4241925	4857013
2331	4244669	4856251
2332	4247600	4855701
2333	4250709	4855351
2334	4253882	4855073
2335	4256305	4853937
2336	4259493	4853671
2337	4262551	4853255
2338	4265757	4853005
2339	4268218	4851906
2340	4271422	4851649
2341	4274730	4851508
2342	4277977	4851295
2343	4280440	4850191
2344	4283576	4849849
2345	4287036	4849869
2346	4290285	4849649
2347	4292765	4848557
2348	4295537	4847794
2349	4298412	4847145
2350	4301591	4846837
2351	4303743	4845371
2352	4306381	4844449
2353	4309740	4844338
2354	4313287	4844435
2355	4316122	4843729
2356	4319330	4843440
2357	4322738	4843373
2358	4325935	4843067
2359	4328699	4842273
2360	4332023	4842104
2361	4335525	4842132
2362	4338914	4842029
2363	4341874	4841447
2364	4345175	4841242
2365	4348496	4841056
2366	4351554	4840576
2367	4354451	4839914
2368	4357885	4839846
2369	4361323	4839781
2370	4364484	4839404
2371	4367289	4838633
2372	4370518	4838328
2373	4373919	4838210
2374	4377630	4838433
2375	4380187	4837379
2376	4383611	4837279
2377	4387159	4837313
2378	4390738	4837379
2379	4393322	4836346
2380	4396663	4836145
2381	4400194	4836150
2382	4403496	4835899
2383	4406182	4834972
2384	4409545	4834785
2385	4413003	4834698
2386	4416655	4834822
2387	4419317	4833860
2388	4422252	4833194
2389	4425450	4832814
2390	4429173	4833004
2391	4432041	4832259
2392	4435232	4831864
2393	4438580	4831637
2394	4442127	4831625
2395	4444814	4830674
2396	4448112	4830386
2397	4451572	4830271
2398	4454797	4829899
2399	4457127	4828554
2400	4460499	4828337
2401	4463949	4828201
2402	4466911	4827536
2403	4469350	4826303
2404	4472423	4825754
2405	4475682	4825403
2406	4478552	4824631
2407	4480898	4823292
2408	4483837	4822591
2409	4486866	4821985
2410	4490061	4821554
2411	4492392	4820195
2412	4495163	4819307
2413	4498288	4818795
2414	4501576	4818457
2415	4503893	4817078
2416	4506798	4816325
2417	4510067	4815960
2418	4513331	4815588
2419	4515552	4814101
2420	4518356	4813234
2421	4521312	4812528
2422	4524354	4811911
2423	4526433	4810268
2424	4529083	4809232
2425	4532260	4808754
2426	4535469	4808307
2427	4537606	4806723
2428	4540263	4805689
2429	4543131	4804875
2430	4546187	4804259
2431	4548645	4803010
2432	4551426	4802100
2433	4554350	4801340
2434	4557625	4800948
2435	4559906	4799507
2436	4562817	4798728
2437	4565775	4797996
2438	4568906	4797445
2439	4571365	4796187
2440	4574173	4795292
2441	4577348	4794781
2442	4580477	4794220
2443	4582766	4792778
2444	4585552	4791854
2445	4588969	4791590
2446	4592197	4791124
2447	4594433	4789622
2448	4597214	4788686
2449	4600176	4787939
2450	4603233	4787287
2451	4605488	4785800
2452	4608251	4784841
2453	4611478	4784361
2454	4614656	4783829
2455	4616889	4782315
2456	4619726	4781426
2457	4622967	4780953
2458	4626087	4780352
2459	4628613	4779137
2460	4631256	4778041
2461	4634476	4777539
2462	4637678	4777016
2463	4640742	4776348
2464	4643461	4775324
2465	4646709	4774842
2466	4650143	4774549
2467	4653014	4773675
2468	4655770	4772682
2469	4659192	4772371
2470	4662594	4772036
2471	4665573	4771266
2472	4667931	4769859
2473	4670710	4768882
2474	4674014	4768438
2475	4677672	4768354
2476	4680146	4767060
2477	4683300	4766458
2478	4686725	4766129
2479	4690252	4765901
2480	4692564	4764437
2481	4695538	4763645
2482	4698699	4763038
2483	4702130	4762705
2484	4704592	4761388
2485	4707651	4760673
2486	4710974	4760224
2487	4714380	4759856
2488	4717036	4758730
2489	4720008	4757920
2490	4723210	4757340
2491	4726502	4756849
2492	4728757	4755312
2493	4731794	4754561
2494	4735043	4754021
2495	4738773	4753962
2496	4741368	4752761
2497	4744359	4751956
2498	4748055	4751855
2499	4751680	4751680
2500	4754163	4750361
2501	4757110	4749505
2502	4760288	4748877
2503	4763746	4748526
2504	4766266	4747239
2505	4768244	4745412
2506	4769193	4742560
2507	4770013	4739582
2508	4770462	4736238
2509	4771072	4733056
2510	4771773	4729966
2511	4772760	4727161
2512	4773520	4724133
2513	4774002	4720831
2514	4774548	4717595
2515	4775233	4714499
2516	4776186	4711668
2517	4776959	4708662
2518	4777451	4705382
2519	4778024	4702182
2520	4778696	4699083
2521	4779863	4696471
2522	4780651	4693489
2523	4781200	4690274
2524	4781774	4687086
2525	4782795	4684337
2526	4783851	4681624
2527	4784421	4678437
2528	4784915	4675178
2529	4785545	4672054
2530	4786280	4669034
2531	4787278	4666273
2532	4787835	4663083
2533	4788342	4659846
2534	4788863	4656626
2535	4789486	4653507
2536	4790311	4650586
2537	4791251	4647778
2538	4791700	4644495
2539	4792217	4641281
2540	4792811	4638143
2541	4793625	4635220
2542	4794662	4632515
2543	4795129	4629260
2544	4795580	4625991
2545	4796113	4622805
2546	4796868	4619834
2547	4797576	4616820
2548	4798351	4613872
2549	4798840	4610650
2550	4799293	4607396
2551	4800000	4604389
2552	4800902	4601570
2553	4801664	4598618
2554	4802116	4595371
2555	4802622	4592179
2556	4803133	4588993
2557	4803867	4586022
2558	4804689	4583136
2559	4805493	4580235
2560	4805951	4577007
2561	4806464	4573832
2562	4807011	4570693
2563	4807634	4567628
2564	4808355	4564656
2565	4809321	4561920
2566	4809796	4558720
2567	4810247	4555499
2568	4810915	4552485
2569	4811680	4549565
2570	4812548	4546745
2571	4813002	4543533
2572	4813549	4540413
2573	4814112	4537310
2574	4815019	4534532
2575	4816027	4531851
2576	4816543	4528709
2577	4817150	4525655
2578	4818099	4522923
2579	4819209	4520343
2580	4819883	4517356
2581	4820372	4514198
2582	4821028	4511198
2583	4821760	4508271
2584	4822966	4505788
2585	4823581	4502755
2586	4824137	4499668
2587	4824714	4496604
2588	4825464	4493702
2589	4826553	4491117
2590	4827186	4488109
2591	4827653	4484949
2592	4828245	4481907
2593	4828960	4478981
2594	4829990	4476349
2595	4830464	4473203
2596	4830969	4470088
2597	4831626	4467115
2598	4832655	4464488
2599	4833559	4461746
2600	4834121	4458692
2601	4834828	4455772
2602	4835507	4452828
2603	4836383	4450067
2604	4837357	4447398
2605	4837872	4444308
2606	4838308	4441148
2607	4839032	4438254
2608	4840034	4435615
2609	4840729	4432698
2610	4841170	4429550
2611	4841641	4426431
2612	4842333	4423517
2613	4843094	4420666
2614	4844052	4417998
2615	4844451	4414821
2616	4844922	4411712
2617	4845389	4408601
2618	4846127	4405739
2619	4847117	4403106
2620	4847848	4400241
2621	4848329	4397150
2622	4848958	4394195
2623	4849645	4391294
2624	4850379	4388438
2625	4851490	4385924
2626	4852050	4382914
2627	4852481	4379788
2628	4852914	4376667
2629	4853510	4373695
2630	4854505	4371084
2631	4855239	4368240
2632	4855651	4365106
2633	4856168	4362071
2634	4856993	4359312
2635	4858122	4356829
2636	4858585	4353749
2637	4859077	4350698
2638	4859693	4347758
2639	4860511	4345002
2640	4861347	4342264
2641	4861790	4339175
2642	4862255	4336108
2643	4862901	4333205
2644	4863993	4330701
2645	4864674	4327832
2646	4865163	4324793
2647	4865695	4321795
2648	4866409	4318961
2649	4867446	4316414
2650	4867987	4313430
2651	4868438	4310366
2652	4868992	4307397
2653	4869799	4304652
2654	4871041	4302294
2655	4871658	4299385
2656	4872125	4296345
2657	4872584	4293300
2658	4873166	4290365
2659	4873978	4287635
2660	4874979	4285072
2661	4875428	4282025
2662	4876071	4279150
2663	4876940	4276476
2664	4878159	4274109
2665	4879121	4271518
2666	4879692	4268587
2667	4880247	4265643
2668	4880885	4262774
2669	4881712	4260071
2670	4882715	4257522
2539111	2226487
2664	2540985	2226341
2665	2542748	2226097
2666	2544289	2225656
2667	2546173	2225515
2668	2548046	2225363
2669	2549986	2225268
2670	2551429	2224739
2671	2553200	2224495
2672	2554954	2224234
2673	2556796	2224049
2674	2558127	2223418
2675	2559943	2223209
2676	2561912	2223131
2677	2564623	2223695
2678	2566370	2223421
2679	2568118	2223147
2680	2570031	2223014
2681	2572065	2222985
2682	2573729	2222635
2683	2575355	2222251
2684	2577150	2222012
2685	2579058	2221869
2686	2580668	2221468
2687	2582148	2220955
2688	2584261	2220985
2689	2586553	2221167
2690	2589567	2221966
2691	2592187	2222425
2692	2595015	2223060
2693	2598247	2224038
2694	2601183	2224759
2695	2603216	2224707
2696	2605860	2225174
2697	2609415	2226417
2698	2613117	2227781
2699	2615620	2228120
2700	2618453	2228739
2701	2620256	2228478
2702	2622400	2228506
2703	2624318	2228341
2704	2626485	2228386
2705	2628193	2228039
2706	2630436	2228145
2707	2632846	2228391
2708	2635354	2228717
2709	2637044	2228351
2710	2639091	2228284
2711	2641300	2228353
2712	2643910	2228759
